Investigation_Type,Aircraft_damage,Aircraft_Category,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Event_Year
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,2,0,0,VMC,2019
Accident,Substantial,Airplane,Boeing,757,No,2,Unknown,Unknown,0,0,0,0,VMC,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,113,Unknown,2019
Accident,Substantial,Airplane,Atr,ATR42,No,1,Unknown,Unknown,0,1,0,37,Unknown,2019
Accident,Destroyed,Airplane,Piper,PA-11,No,1,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Pitts,S2,No,1,Unknown,Unknown,1,0,1,0,Unknown,2019
Accident,Substantial,Airplane,Boeing,737-8H4,No,1,Unknown,Unknown,0,0,0,0,VMC,2019
Accident,Substantial,Airplane,Air Tractor,AT402,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Taylorcraft,BC12,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,170,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Stinson,10,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Flightstar,FC-II,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Incident,Unknown,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Piper,PA28R,No,1,Unknown,Unknown,0,0,1,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Beech,A36,No,1,Reciprocating,Personal,2,0,0,0,IMC,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,122,Unknown,2019
Accident,Substantial,Airplane,North American,T28,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Taylorcraft,BC12,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Helio,H 250,No,1,Reciprocating,Personal,3,0,0,0,VMC,2019
Accident,Substantial,Airplane,Piper,L21,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Personal,0,0,1,0,VMC,2019
Accident,Substantial,Airplane,Aeronca,S7EC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cirrus,SR22,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Beech,65-A90,No,2,Turbo Prop,Skydiving,11,0,0,0,VMC,2019
Accident,Substantial,Airplane,Maule,M7-235B,No,1,Reciprocating,Personal,1,1,0,0,VMC,2019
Accident,Substantial,Airplane,Quicksilver,Sport,No,1,Reciprocating,Personal,0,0,1,0,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,Waco,YMF,No,1,Unknown,Aerial Observation,0,0,0,3,Unknown,2019
Accident,Substantial,Airplane,Ercoupe,415,No,1,Unknown,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Zenair,CH601,No,1,Unknown,Unknown,2,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Unknown,1,2,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,J3C,No,1,Reciprocating,Personal,0,0,2,0,VMC,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA24,No,1,Reciprocating,Personal,0,0,0,2,Unknown,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2019
Accident,Minor,Airplane,Cessna,CESSNA 441,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Aeronca,65 C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Beech,35,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,Piper,PA34,No,2,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Destroyed,Airplane,Beech,E55,No,2,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,De Havilland,DHC-2,No,1,Reciprocating,Unknown,0,0,0,5,VMC,2019
Accident,Minor,Airplane,Cessna,560,No,2,Turbo Jet,Business,0,1,1,2,VMC,2019
Accident,Substantial,Airplane,Stinson,108,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,177,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Unknown,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA 12,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Cessna,182,No,1,Unknown,Unknown,2,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Maule,M5,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Destroyed,Airplane,Beechcraft,58,No,2,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Beech,77,No,1,Reciprocating,Instructional,0,2,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Maule,M6,No,1,Unknown,Personal,3,0,1,0,Unknown,2019
Accident,Substantial,Airplane,Howard Steven C,SUPER,No,1,Reciprocating,Flight Test,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA24,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Aeronca,L16A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Piper,PA 28-180,No,1,Unknown,Unknown,4,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Beech,95,No,2,Reciprocating,Instructional,0,2,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,208,No,1,Turbo Prop,Skydiving,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Incident,Unknown,Airplane,Airbus,A320,No,2,Turbo Fan,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,J3C,No,1,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Skybolt,SMITH SPECIAL SKYBOL,No,1,Reciprocating,Flight Test,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Other Work Use,0,4,0,0,VMC,2019
Accident,Substantial,Airplane,Piper,PA28R,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Destroyed,Airplane,Textron Aviation,B-300,No,2,Turbo Prop,Personal,10,0,0,0,VMC,2019
Accident,Substantial,Airplane,Beech,23,No,1,Unknown,Personal,0,0,0,2,Unknown,2019
Accident,Substantial,Airplane,Piper,PA 12,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,TR182,No,1,Reciprocating,Personal,0,1,0,1,Unknown,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,175,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Destroyed,Airplane,Rans,S6,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Beech,A23,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Rans,S12,No,1,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,American Aviation,AA5,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,A185,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Luscombe,8,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,TU206,No,1,Reciprocating,Aerial Observation,0,0,0,2,VMC,2019
Incident,Unknown,Airplane,Boeing,777,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Incident,Unknown,Airplane,Boeing,777,No,1,Unknown,Unknown,0,0,0,272,Unknown,2019
Accident,Substantial,Airplane,Diamond,DA40,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Beech,23,No,1,Reciprocating,Personal,0,2,2,0,VMC,2019
Accident,Destroyed,Airplane,Piper,PA-24-250,No,1,Unknown,Unknown,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Personal,1,1,1,0,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Unknown,Airplane,Beech,B36,No,1,Unknown,Unknown,0,0,0,1,Unknown,2019
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Instructional,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Banner Tow,0,0,1,0,VMC,2019
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA32,No,1,Reciprocating,Personal,0,0,0,5,VMC,2019
Incident,Unknown,Airplane,Gulfstream,GULFSTREAM GVI,No,2,Turbo Fan,Unknown,0,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Cessna,208,No,1,Turbo Prop,Unknown,0,6,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,2,1,0,VMC,2019
Accident,Substantial,Airplane,Beech,65,No,2,Reciprocating,Positioning,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Beech,19,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Stinson,108,No,1,Reciprocating,Personal,0,0,0,2,Unknown,2019
Incident,Minor,Airplane,Boeing,747,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Diamond,DA 42 NG,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA34,No,2,Reciprocating,Instructional,0,2,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,R182,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Aerial Observation,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Personal,0,0,0,4,Unknown,2019
Accident,Unknown,Airplane,Cessna,172,No,1,Reciprocating,Unknown,1,1,1,0,Unknown,2019
Accident,Substantial,Airplane,Air Tractor,AT301,No,1,Reciprocating,Unknown,0,1,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA 24-180,No,1,Reciprocating,Personal,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,2,IMC,2019
Incident,Minor,Airplane,Boeing,737,No,2,Unknown,Unknown,0,0,0,156,Unknown,2019
Accident,Destroyed,Airplane,De Havilland,DHC2,No,1,Unknown,Unknown,2,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Beech,C90,No,1,Unknown,Unknown,0,0,0,3,Unknown,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Icon,A-5,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA 20,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,525,No,2,Turbo Fan,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,De Havilland,DHC2,No,1,Unknown,Unknown,3,1,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Personal,2,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,120,No,1,Unknown,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Stinson,108,No,1,Reciprocating,Personal,0,1,2,0,VMC,2019
Accident,Substantial,Airplane,Diamond,DA 40,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Destroyed,Airplane,Airvan,GA8,No,1,Unknown,Unknown,9,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA22,No,1,Reciprocating,Personal,0,0,2,0,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,177,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,T188,No,1,Reciprocating,Instructional,0,0,1,0,VMC,2019
Accident,Substantial,Airplane,Cessna,P206,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Piper,J3C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA36,No,1,Reciprocating,Aerial Application,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,T210,No,1,Reciprocating,Personal,0,0,0,2,Unknown,2019
Accident,Substantial,Airplane,De Havilland,DHC2,No,1,Unknown,Unknown,7,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,170,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Incident,Unknown,Airplane,Airbus,A320,No,2,Geared Turbofan,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,Aeros Ltd,SKYRANGER,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,Aerial Observation,0,0,0,1,VMC,2019
Accident,Destroyed,Airplane,Aviat,A1,No,1,Reciprocating,Unknown,0,2,0,0,VMC,2019
Incident,Unknown,Airplane,Cirrus,SR22,No,1,Unknown,Unknown,0,0,0,1,Unknown,2019
Accident,Substantial,Airplane,Cessna,A185,No,1,Reciprocating,Unknown,0,0,0,5,VMC,2019
Accident,Destroyed,Airplane,Cessna,550,No,2,Turbo Jet,Ferry,0,1,0,0,VMC,2019
Accident,Destroyed,Airplane,Cirrus,SR22,No,1,Unknown,Unknown,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Beech,95B55,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA46,No,1,Reciprocating,Personal,0,1,3,0,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Rockwell,112A,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,De Havilland,BEAVER DHC 2,No,1,Reciprocating,Unknown,1,4,1,1,VMC,2019
Accident,Destroyed,Airplane,Cessna,210 5(205),No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,170,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Valldejuli John A,AEROCOMP,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,175,No,1,Unknown,Personal,0,0,1,0,Unknown,2019
Accident,Substantial,Airplane,Beech,33,No,1,Unknown,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA19,No,1,Reciprocating,Personal,0,0,1,1,VMC,2019
Accident,Substantial,Airplane,Cessna,R182,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,305A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,2,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Ayres,S2R,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,402,No,2,Reciprocating,Unknown,0,0,0,9,VMC,2019
Incident,Minor,Airplane,Mooney,M20J,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Destroyed,Airplane,De Havilland,DH82,No,1,Unknown,Unknown,1,0,1,0,Unknown,2019
Incident,Unknown,Airplane,Airbus,A330,No,2,Turbo Fan,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,402,No,2,Reciprocating,Business,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,2,0,1,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Unknown,Unknown,1,0,1,0,Unknown,2019
Accident,Unknown,Airplane,Boeing,767,No,2,Unknown,Unknown,0,1,1,216,Unknown,2019
Incident,Unknown,Airplane,Airbus,A321,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Aerial Observation,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Boeing,757,No,2,Unknown,Unknown,0,0,0,0,VMC,2019
Accident,Destroyed,Airplane,Cirrus,SR22,No,1,Reciprocating,Personal,2,0,0,0,IMC,2019
Accident,Substantial,Airplane,Air Tractor,AT 502,No,1,Turbo Prop,Aerial Application,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Air Tractor,AT 602,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Beech,95B55,No,2,Reciprocating,Personal,3,0,0,0,VMC,2019
Accident,Substantial,Airplane,Cessna,T188,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Air Tractor,AT 502,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,North American,AT 6F,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Aero Commander,S2R,No,1,Turbo Prop,Aerial Application,0,0,0,1,Unknown,2019
Accident,Substantial,Airplane,Culver,LCA,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Incident,Minor,Airplane,Airbus,A220,No,2,Geared Turbofan,Unknown,0,0,0,121,VMC,2019
Accident,Unknown,Airplane,Cessna,208,No,1,Turbo Prop,Unknown,4,0,5,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA46,No,1,Reciprocating,Business,0,0,0,7,VMC,2019
Accident,Substantial,Airplane,Cessna,177RG,No,1,Reciprocating,Personal,0,2,0,0,VMC,2019
Accident,Minor,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Icon,A5,No,1,Reciprocating,Business,0,0,1,1,VMC,2019
Accident,Substantial,Airplane,Swearingen,SA227,No,2,Turbo Prop,Instructional,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Ryan,NAVION,No,1,Reciprocating,Personal,0,0,0,4,VMC,2019
Accident,Substantial,Airplane,Piper,PA18,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Air Tractor,AT400,No,1,Turbo Prop,Aerial Application,1,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Piper,PA34,No,2,Reciprocating,Instructional,2,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Beech,36,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cirrus,SR22,No,1,Unknown,Unknown,0,0,0,4,Unknown,2019
Accident,Substantial,Airplane,Cessna,E162,No,1,Reciprocating,Instructional,0,0,2,0,VMC,2019
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2019
Accident,Substantial,Airplane,Cessna,177,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,1,0,0,VMC,2019
Accident,Substantial,Airplane,Cirrus,SR22,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2019
Accident,Destroyed,Airplane,Beech,V35,No,1,Unknown,Personal,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Personal,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Cessna,P210,No,1,Turbo Prop,Business,0,0,0,2,VMC,2019
Accident,Substantial,Airplane,Piper,PA 12,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Douglas,C 118A,No,4,Reciprocating,Unknown,0,0,0,3,VMC,2019
Accident,Substantial,Airplane,Douglas,DC3C,No,2,Reciprocating,Business,0,0,0,2,VMC,2019
Accident,Destroyed,Airplane,Cessna,510,No,1,Unknown,Unknown,1,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,TU206,No,1,Unknown,Unknown,2,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Piper,PA28,No,1,Reciprocating,Personal,1,0,0,0,IMC,2019
Accident,Substantial,Airplane,Cessna,A185,No,1,Reciprocating,Personal,0,4,0,0,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Incident,Minor,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,99,Unknown,2019
Accident,Substantial,Airplane,Cessna,310,No,2,Reciprocating,Flight Test,1,0,1,0,VMC,2019
Accident,Substantial,Airplane,Air Tractor,AT502,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,3,IMC,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2019
Accident,Unknown,Airplane,Cessna,A185,No,1,Unknown,Personal,1,6,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA28,No,1,Reciprocating,Instructional,0,1,2,0,VMC,2019
Accident,Destroyed,Airplane,Piper,PA22-150,No,1,Reciprocating,Personal,4,0,0,0,VMC,2019
Accident,Destroyed,Airplane,Cessna,182,No,1,Reciprocating,Business,2,0,0,0,VMC,2019
Incident,Unknown,Airplane,Airbus,A321,No,1,Turbo Fan,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Piper,PA28R,No,1,Unknown,Unknown,0,0,0,2,Unknown,2019
Accident,Destroyed,Airplane,Cessna,560,No,1,Unknown,Unknown,0,0,0,10,Unknown,2019
Accident,Substantial,Airplane,Liberty Aerospace,XL-2,No,1,Unknown,Unknown,1,0,0,0,Unknown,2019
Accident,Minor,Airplane,Boeing,737,No,2,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Destroyed,Airplane,Piper,PA25,No,1,Unknown,Unknown,1,0,0,0,Unknown,2019
Accident,Unknown,Airplane,Cessna,208,No,1,Unknown,Unknown,2,0,0,0,Unknown,2019
Accident,Substantial,Airplane,Diamond,DA20,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Incident,Minor,Airplane,Raytheon,390,No,2,Turbo Fan,Business,0,0,0,5,Unknown,2019
Accident,Substantial,Airplane,Cessna,R172,No,1,Unknown,Personal,0,1,0,0,Unknown,2019
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2019
Accident,Substantial,Airplane,Piper,PA34,No,2,Reciprocating,Unknown,0,0,0,3,Unknown,2019
Accident,Destroyed,Airplane,Air Tractor,AT502,No,1,Turbo Prop,Positioning,1,0,0,0,VMC,2019
Accident,Substantial,Airplane,Airbus,A321,No,2,Unknown,Unknown,0,0,0,232,VMC,2019
Accident,Destroyed,Airplane,Beech,F33,No,1,Reciprocating,Personal,3,0,0,0,IMC,2019
Accident,Substantial,Airplane,De Havilland,DH60,No,1,Unknown,Personal,0,2,0,0,VMC,2019
Accident,Unknown,Airplane,Canadair,CL600 2B16,No,2,Turbo Fan,Business,0,2,1,7,VMC,2019
Accident,Substantial,Airplane,Piper,PA 30,No,2,Reciprocating,Instructional,0,0,0,2,Unknown,2019
Accident,Unknown,Airplane,Airbus,A320,No,2,Unknown,Unknown,0,0,1,154,VMC,2019
Accident,Minor,Airplane,Cessna,150,No,1,Unknown,Unknown,0,0,0,0,Unknown,2019
Accident,Substantial,Airplane,North American,T28A,No,1,Reciprocating,Personal,1,0,1,0,VMC,2019
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2019
