Investigation_Type,Aircraft_damage,Aircraft_Category,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Event_Year
Accident,Substantial,Airplane,Grumman American,AA-5 Traveler,No,1,Reciprocating,Personal,0,0,3,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172 SP,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Beech,F33A,No,1,Reciprocating,Personal,0,0,2,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,182F,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Piper,PA-32R-301T,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Aerotechnik,Sportstar-Evektor,No,1,Reciprocating,Instructional,0,0,2,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA 28-151,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,170A,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Indus,T211 Thorpedo,No,1,Reciprocating,Personal,0,1,1,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Destroyed,Airplane,Raytheon Aircraft Company,C90A,No,2,Turbo Prop,Positioning,3,0,0,0,IMC,2007
Accident,Substantial,Airplane,Cirrus Design,SR22,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,1,0,0,0,IMC,2007
Accident,Substantial,Airplane,Cessna,150H,No,1,Reciprocating,Instructional,0,0,1,1,VMC,2007
Accident,Substantial,Airplane,Bellanca,7GCAA,No,1,Reciprocating,Glider Tow,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Cub Crafters,CC11-100,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,2,2,VMC,2007
Accident,Substantial,Airplane,Beech,N35,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,170A,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Beech,G35,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Aviat,A-1,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Stinson,108-2,No,1,Reciprocating,Personal,0,0,0,3,VMC,2007
Accident,Substantial,Airplane,Cessna,210C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,Turbo Centurion T210,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,De Havilland,DHC-2,No,1,Reciprocating,Unknown,0,0,1,2,VMC,2007
Accident,Destroyed,Airplane,Beech,D55,No,2,Reciprocating,Personal,1,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Cessna,208B,No,1,Turbo Prop,Personal,10,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Cessna,150L,No,1,Reciprocating,Personal,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Incident,Minor,Airplane,Airbus Industrie,A320-232,No,2,Turbo Fan,Unknown,0,0,2,125,VMC,2007
Accident,Substantial,Airplane,Piper,PA-22/20,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172L,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Air Tractor,402B,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Air Tractor,AT-602,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA-30,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Maule,M-5-235-C,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Poser,DM 582 Buckeye,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Learjet,35A,No,2,Turbo Fan,Business,0,0,0,2,IMC,2007
Accident,Substantial,Airplane,Cessna,U206G,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,3,VMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Cessna,C-182,No,1,Reciprocating,Personal,0,0,0,3,VMC,2007
Accident,Substantial,Airplane,Ryan,ST-3KR,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,150K,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Taylorcraft,F-19,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Incident,Minor,Airplane,Airbus Industrie,A320-211,No,2,Turbo Jet,Unknown,0,0,0,138,VMC,2007
Accident,Substantial,Airplane,Globe,GC-1B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Destroyed,Airplane,Beech,A36,No,1,Unknown,Personal,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Taylorcraft,DCO-65,No,1,Reciprocating,Personal,0,0,1,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-44-180,No,2,Reciprocating,Instructional,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Grumman American,AA-5,No,1,Reciprocating,Unknown,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Other Work Use,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,2,1,0,VMC,2007
Accident,Substantial,Airplane,Ploof Progressive Aerodyne'S,Searey,No,1,Reciprocating,Personal,0,0,2,0,VMC,2007
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Business,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Instructional,2,1,0,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Grumman American,AA-5A,No,1,Reciprocating,Personal,1,0,0,0,VMC,2007
Incident,Minor,Airplane,Boeing,757-225,No,2,Turbo Fan,Unknown,0,0,0,0,Unknown,2007
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Business,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Ayres,S2-R,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Mooney,M20E,No,1,Reciprocating,Business,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Destroyed,Airplane,"Wrb Associates, Llc.",Zodiac 601 XL,No,1,Reciprocating,Flight Test,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Aeronca,7AC,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,TP206A,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Pipistrel,Sinus 912,No,1,Reciprocating,Personal,0,0,1,1,VMC,2007
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172I,No,1,Reciprocating,Personal,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,Unknown,0,0,0,6,VMC,2007
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Incident,Unknown,Airplane,Kaman,K1200 K-Max,No,1,Unknown,External Load,0,0,1,1,VMC,2007
Accident,Substantial,Airplane,Beech,E18S,No,2,Reciprocating,Unknown,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,C208B,No,1,Turbo Prop,Business,0,0,0,2,VMC,2007
Accident,Destroyed,Airplane,Cessna,340,No,2,Reciprocating,Business,3,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Beech,A100,No,2,Turbo Prop,Executive/corporate,2,0,0,0,IMC,2007
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Cessna,T182T,No,1,Reciprocating,Personal,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Scottish,Bulldog 120,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Air Tractor,AT-502,No,1,Turbo Shaft,Aerial Application,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Piper,PA-60-602P,No,2,Reciprocating,Personal,3,0,0,0,VMC,2007
Incident,Unknown,Airplane,Lockheed,WP-3D,No,4,Turbo Prop,Public Aircraft - Federal,0,0,0,6,IMC,2007
Accident,Substantial,Airplane,Piper,PA-25-235,No,1,Reciprocating,Banner Tow,0,1,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-34-200T,No,2,Reciprocating,Positioning,0,0,0,1,IMC,2007
Accident,Substantial,Airplane,Maule,MX-7-180A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Gulfstream Aerospace,G-IV,No,2,Turbo Fan,Business,0,0,0,8,VMC,2007
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,Positioning,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Cessna,120,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,American Champion (Acac),8GCBC,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Instructional,3,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Incident,Minor,Airplane,Boeing,737-300,No,2,Turbo Fan,Unknown,0,0,0,138,VMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Ayres,S2R-G1,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Mooney,M20K,No,1,Reciprocating,Personal,1,0,0,0,IMC,2007
Accident,Substantial,Airplane,Cirrus Design Corp,SR20,No,1,Reciprocating,Personal,1,2,0,0,IMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,3,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18A-135,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Diamond Aircraft Industries,DA-20-C1,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Lake,LA-4-200,No,1,Reciprocating,Personal,0,0,2,0,VMC,2007
Accident,Destroyed,Airplane,Cirrus Design Corp.,SR22,No,1,Reciprocating,Personal,4,0,0,0,VMC,2007
Accident,Substantial,Airplane,Cessna,310R,No,2,Reciprocating,Positioning,1,0,0,0,IMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Cessna,T210M,No,1,Reciprocating,Personal,2,1,0,0,VMC,2007
Accident,Substantial,Airplane,Mooney,M20J,No,1,Unknown,Personal,1,0,0,0,IMC,2007
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cirrus Design Corp.,SR-20,No,1,Unknown,Ferry,1,0,0,0,IMC,2007
Accident,Substantial,Airplane,Aeronca,7JC,No,1,Reciprocating,Personal,0,0,0,1,IMC,2007
Accident,Substantial,Airplane,Beech,A23,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18-135,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,2,0,VMC,2007
Accident,Destroyed,Airplane,Cirrus,SR22,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,551,No,2,Turbo Fan,Personal,0,0,0,8,VMC,2007
Accident,Destroyed,Airplane,Beech,60,No,2,Reciprocating,Personal,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Business,1,0,0,0,VMC,2007
Accident,Destroyed,Airplane,Cessna,208B,No,2,Turbo Prop,Unknown,2,0,0,0,IMC,2007
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Destroyed,Airplane,Air Tractor,AT-401,No,1,Reciprocating,Aerial Application,0,1,0,0,VMC,2007
Accident,Substantial,Airplane,Piaggio Aero Industries S.P.A.,Avanti P-180,No,2,Turbo Prop,Business,0,0,0,2,IMC,2007
Accident,Destroyed,Airplane,Cessna,R182,No,1,Reciprocating,Instructional,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2007
Accident,Substantial,Airplane,Cessna,T210N,No,1,Reciprocating,Personal,2,0,0,0,IMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,Skyhawk 172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Instructional,2,0,0,0,VMC,2007
Accident,Destroyed,Airplane,Piper,PA-30,No,2,Reciprocating,Personal,2,0,0,0,VMC,2007
Accident,Substantial,Airplane,Beech,H35,No,1,Reciprocating,Personal,1,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Cessna,172E,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Destroyed,Airplane,Beech,200,No,2,Turbo Prop,Executive/corporate,2,0,0,2,IMC,2007
Accident,Substantial,Airplane,"Smith, Ted Aerostar",Aerostar 601,No,2,Reciprocating,Personal,0,0,0,1,IMC,2007
Accident,Destroyed,Airplane,Beech,A36TC,No,1,Reciprocating,Personal,3,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-31T,No,2,Turbo Prop,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Beech,BE-55,No,2,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Maule,M-7-235,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Piper,PA32-260,No,1,Reciprocating,Personal,0,0,2,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Embraer,EMB-190,No,2,Turbo Fan,Positioning,0,0,0,5,IMC,2007
Accident,Substantial,Airplane,Boeing,B747-433BCF,No,4,Unknown,Positioning,0,0,0,5,IMC,2007
Accident,Minor,Airplane,Boeing,777-222,No,2,Turbo Fan,Unknown,0,1,0,263,VMC,2007
Accident,Destroyed,Airplane,Mooney,M20C,No,1,Reciprocating,Personal,0,1,1,0,VMC,2007
Accident,Substantial,Airplane,Bombardier,CL600-2B19,No,2,Turbo Fan,Unknown,0,0,0,34,IMC,2007
Accident,Substantial,Airplane,Grumman,G164A,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2007
Incident,Minor,Airplane,Embraer,145,No,2,Unknown,Unknown,0,0,0,53,VMC,2007
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,310R,No,2,Reciprocating,Unknown,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,208B,No,1,Turbo Prop,Unknown,0,1,1,0,VMC,2007
Accident,Substantial,Airplane,Cirrus,SR22,No,1,Unknown,Unknown,1,1,0,0,Unknown,2007
Accident,Substantial,Airplane,Cessna,Citation 510,No,2,Turbo Jet,Ferry,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cessna,310P,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA28-180,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,0,0,3,VMC,2007
Accident,Substantial,Airplane,Douglas,DC-3T,No,2,Unknown,Public Aircraft - Federal,0,0,1,9,VMC,2007
Accident,Destroyed,Airplane,Piper,PA-32R-300,No,1,Reciprocating,Personal,1,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Beech,V35B,No,1,Reciprocating,Personal,3,0,0,0,IMC,2007
Accident,Destroyed,Airplane,Cessna,310,No,2,Reciprocating,Personal,2,0,0,0,Unknown,2007
Accident,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Substantial,Airplane,Mooney,M20F,No,1,Reciprocating,Personal,0,0,0,1,IMC,2007
Accident,Substantial,Airplane,Found Acft,FBA-2C2,No,1,Reciprocating,Personal,0,0,2,2,VMC,2007
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Champion,7GCAA,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Incident,Minor,Airplane,Piper,PA-32R,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Unknown,Airplane,Airbus Industrie,A330-323,No,2,Turbo Fan,Unknown,0,1,3,291,VMC,2007
Accident,Unknown,Airplane,Mcdonnell Douglas,DC-9-83,No,2,Turbo Fan,Unknown,0,2,0,112,VMC,2007
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Cessna,182R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Mooney,M20E,No,1,Reciprocating,Personal,0,0,2,0,VMC,2007
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Incident,Minor,Airplane,Piper,PA-46-310P,No,1,Reciprocating,Personal,0,0,0,4,VMC,2007
Accident,Destroyed,Airplane,Cessna,310R,No,2,Reciprocating,Personal,1,1,0,0,IMC,2007
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Piper,PA-46-310P,No,1,Reciprocating,Personal,0,0,0,5,VMC,2007
Accident,Substantial,Airplane,Cessna,172F,No,1,Reciprocating,Personal,0,0,0,1,VMC,2007
Accident,Substantial,Airplane,Ercoupe (Eng & Research Corp.),415D,No,1,Reciprocating,Personal,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Cirrus Design Corp.,SR22,No,1,Reciprocating,Personal,1,0,0,0,VMC,2007
Accident,Substantial,Airplane,Piper,PA-12,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2007
Accident,Substantial,Airplane,Micco Aircraft Company,MAC-145B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Business,0,0,0,3,VMC,2008
Accident,Unknown,Airplane,Pilatus,PC-12/45,No,1,Turbo Prop,Personal,0,0,0,8,VMC,2008
Incident,Minor,Airplane,Boeing,737-400,No,1,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Costruzioni Aeronautiche,P2002 Sierra,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,American Champion (Acac),7AC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,R172K,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,Unknown,6,1,3,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-32R-300,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,170A,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Incident,Minor,Airplane,Boeing,747-400,No,1,Unknown,Unknown,0,0,0,334,Unknown,2008
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Incident,Unknown,Airplane,Boeing,737-2H4,No,2,Turbo Fan,Unknown,0,0,0,38,VMC,2008
Accident,Substantial,Airplane,Airbus Industrie,A319-114,No,2,Turbo Fan,Unknown,0,0,0,73,VMC,2008
Incident,Unknown,Airplane,Airbus Industrie,319,No,1,Unknown,Unknown,0,11,0,77,Unknown,2008
Accident,Substantial,Airplane,Cessna,150G,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Cessna,210M,No,1,Unknown,Unknown,6,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,C-152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,340,No,2,Reciprocating,Personal,4,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,172L,No,1,Reciprocating,Personal,3,0,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Unknown,Personal,2,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Piper,PA-24-250,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-32-300,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-12,No,1,Reciprocating,Personal,0,1,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,TU206G,No,1,Reciprocating,Skydiving,0,0,2,4,Unknown,2008
Accident,Destroyed,Airplane,Hawker Beechcraft Corporation,1900C,No,2,Turbo Prop,Unknown,1,0,0,0,VMC,2008
Accident,Substantial,Airplane,"Bombardier, Inc.",CL-600-2C10,No,2,Turbo Fan,Unknown,0,0,0,61,VMC,2008
Accident,Substantial,Airplane,Piper,PA-32-260,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,208B,No,1,Turbo Prop,Unknown,0,1,0,4,VMC,2008
Accident,Destroyed,Airplane,Beech,C90B,No,1,Unknown,Unknown,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,207,No,1,Reciprocating,Positioning,0,0,1,0,IMC,2008
Accident,Substantial,Airplane,Beech,58P,No,2,Reciprocating,Business,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Boeing,777-236ER,No,1,Unknown,Unknown,0,2,0,191,Unknown,2008
Accident,Substantial,Airplane,Hawker Beechcraft Corp.,58,No,2,Reciprocating,Positioning,1,0,0,0,VMC,2008
Accident,Substantial,Airplane,Grumman American,AA-5B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
